title,slug,description,original_url,video_url,image_url,thumbnail,detail_url,categories,tags
Midnight Am,midnight-am,"A creative agency that provides highly curated talent, recruitment and payment services.",https://midnight-am.com/,https://cdn.landing.love/videos/midnight-am.mp4,https://cdn.landing.love/images/midnight-am.webp,https://cdn.landing.love/images/midnight-am-thumb.webp,https://www.landing.love/sites/midnight-am/,"minimal, studio, agency","Minimal1298, 3D Website512, Portfolio511, Studio485, Agency335, Illustration258, ECommerce182, Photography180, Horizontal Scroll128, Technology114, Film98, Lifestyle88, SaaS74, Typography72, Marketing64, Fashion63, Food Drink60, Finance49, Home Living44, Music44, Design43, App40, Business40, Hardware38, AI34, Art31, Education30, Venture29, Architecture26, Crypto25, Health25, Development23, NFT23, Event22, Gaming21, Real Estate19, OS18, Automotive14, Beauty14, Books14, Travel12, Sports11, Web310, DeFi9, Open Source6, Marketplace3, Newsletter2, Minimal""1, Dark Mode573, Gradient155, Retro145, Light Mode47, GSAP179, WebGL115, ThreeJS64, Minimal, 3D Website, Portfolio, Studio, Agency, Illustration, ECommerce, Photography, Horizontal Scroll, Technology, Film, Lifestyle, SaaS, Typography, Marketing, Fashion, Food Drink, Finance, Home Living, Music, Design, App, Business, Hardware, AI, Art, Education, Venture, Architecture, Crypto, Health, Development, NFT, Event, Gaming, Real Estate, OS, Automotive, Beauty, Books, Travel, Sports, Web3, DeFi, Open Source, Marketplace, Newsletter, Minimal"", Dark Mode, Gradient, Retro, Light Mode, GSAP, WebGL, ThreeJS"
Isabelmoranta 2,isabelmoranta-2,"Design & Art Director Based in Canada. Driven by a spirit of curiosity, Her interests encompass language arts, literature, visual design, film, and music.",https://www.isabelmoranta.com/,https://cdn.landing.love/videos/isabelmoranta-2.mp4,https://cdn.landing.love/images/isabelmoranta-2.webp,https://cdn.landing.love/images/isabelmoranta-2-thumb.webp,https://www.landing.love/sites/isabelmoranta-2/,"minimal, portfolio, typography","Minimal1298, 3D Website512, Portfolio511, Studio485, Agency335, Illustration258, ECommerce182, Photography180, Horizontal Scroll128, Technology114, Film98, Lifestyle88, SaaS74, Typography72, Marketing64, Fashion63, Food Drink60, Finance49, Home Living44, Music44, Design43, App40, Business40, Hardware38, AI34, Art31, Education30, Venture29, Architecture26, Crypto25, Health25, Development23, NFT23, Event22, Gaming21, Real Estate19, OS18, Automotive14, Beauty14, Books14, Travel12, Sports11, Web310, DeFi9, Open Source6, Marketplace3, Newsletter2, Minimal""1, Dark Mode573, Gradient155, Retro145, Light Mode47, GSAP179, WebGL115, ThreeJS64, Minimal, 3D Website, Portfolio, Studio, Agency, Illustration, ECommerce, Photography, Horizontal Scroll, Technology, Film, Lifestyle, SaaS, Typography, Marketing, Fashion, Food Drink, Finance, Home Living, Music, Design, App, Business, Hardware, AI, Art, Education, Venture, Architecture, Crypto, Health, Development, NFT, Event, Gaming, Real Estate, OS, Automotive, Beauty, Books, Travel, Sports, Web3, DeFi, Open Source, Marketplace, Newsletter, Minimal"", Dark Mode, Gradient, Retro, Light Mode, GSAP, WebGL, ThreeJS"
Explorechainlink,explorechainlink,Powering the Tokenized Economy.,https://explorechainlink.com/,https://cdn.landing.love/videos/explorechainlink.mp4,https://cdn.landing.love/images/explorechainlink.webp,https://cdn.landing.love/images/explorechainlink-thumb.webp,https://www.landing.love/sites/explorechainlink/,"minimal, 3d-website, technology, crypto","Minimal1298, 3D Website512, Portfolio511, Studio485, Agency335, Illustration258, ECommerce182, Photography180, Horizontal Scroll128, Technology114, Film98, Lifestyle88, SaaS74, Typography72, Marketing64, Fashion63, Food Drink60, Finance49, Home Living44, Music44, Design43, App40, Business40, Hardware38, AI34, Art31, Education30, Venture29, Architecture26, Crypto25, Health25, Development23, NFT23, Event22, Gaming21, Real Estate19, OS18, Automotive14, Beauty14, Books14, Travel12, Sports11, Web310, DeFi9, Open Source6, Marketplace3, Newsletter2, Minimal""1, Dark Mode573, Gradient155, Retro145, Light Mode47, GSAP179, WebGL115, ThreeJS64, Minimal, 3D Website, Portfolio, Studio, Agency, Illustration, ECommerce, Photography, Horizontal Scroll, Technology, Film, Lifestyle, SaaS, Typography, Marketing, Fashion, Food Drink, Finance, Home Living, Music, Design, App, Business, Hardware, AI, Art, Education, Venture, Architecture, Crypto, Health, Development, NFT, Event, Gaming, Real Estate, OS, Automotive, Beauty, Books, Travel, Sports, Web3, DeFi, Open Source, Marketplace, Newsletter, Minimal"", Dark Mode, Gradient, Retro, Light Mode, GSAP, WebGL, ThreeJS"
Mstudio Paris,mstudio-paris,"Since 2017, M STUDIO Paris has been offering three independent studios with industrial and warm styles, all with daylight: M1 (400m²), M2 (150m²), and M3 (330m²).",https://www.mstudio-paris.com/en,https://cdn.landing.love/videos/mstudio-paris.mp4,https://cdn.landing.love/images/mstudio-paris.webp,https://cdn.landing.love/images/mstudio-paris-thumb.webp,https://www.landing.love/sites/mstudio-paris/,minimal,"Minimal1298, 3D Website512, Portfolio511, Studio485, Agency335, Illustration258, ECommerce182, Photography180, Horizontal Scroll128, Technology114, Film98, Lifestyle88, SaaS74, Typography72, Marketing64, Fashion63, Food Drink60, Finance49, Home Living44, Music44, Design43, App40, Business40, Hardware38, AI34, Art31, Education30, Venture29, Architecture26, Crypto25, Health25, Development23, NFT23, Event22, Gaming21, Real Estate19, OS18, Automotive14, Beauty14, Books14, Travel12, Sports11, Web310, DeFi9, Open Source6, Marketplace3, Newsletter2, Minimal""1, Dark Mode573, Gradient155, Retro145, Light Mode47, GSAP179, WebGL115, ThreeJS64, Minimal, 3D Website, Portfolio, Studio, Agency, Illustration, ECommerce, Photography, Horizontal Scroll, Technology, Film, Lifestyle, SaaS, Typography, Marketing, Fashion, Food Drink, Finance, Home Living, Music, Design, App, Business, Hardware, AI, Art, Education, Venture, Architecture, Crypto, Health, Development, NFT, Event, Gaming, Real Estate, OS, Automotive, Beauty, Books, Travel, Sports, Web3, DeFi, Open Source, Marketplace, Newsletter, Minimal"", Dark Mode, Gradient, Retro, Light Mode, GSAP, WebGL, ThreeJS, eCommerce"
Soul,soul,Cross-Chain Lending Protocol Based on LayerZero.,https://www.soul.io/,https://cdn.landing.love/videos/soul.mp4,https://cdn.landing.love/images/soul.webp,https://cdn.landing.love/images/soul-thumb.webp,https://www.landing.love/sites/soul/,"minimal, 3d-website, technology, crypto, defi","Minimal1298, 3D Website512, Portfolio511, Studio485, Agency335, Illustration258, ECommerce182, Photography180, Horizontal Scroll128, Technology114, Film98, Lifestyle88, SaaS74, Typography72, Marketing64, Fashion63, Food Drink60, Finance49, Home Living44, Music44, Design43, App40, Business40, Hardware38, AI34, Art31, Education30, Venture29, Architecture26, Crypto25, Health25, Development23, NFT23, Event22, Gaming21, Real Estate19, OS18, Automotive14, Beauty14, Books14, Travel12, Sports11, Web310, DeFi9, Open Source6, Marketplace3, Newsletter2, Minimal""1, Dark Mode573, Gradient155, Retro145, Light Mode47, GSAP179, WebGL115, ThreeJS64, Minimal, 3D Website, Portfolio, Studio, Agency, Illustration, ECommerce, Photography, Horizontal Scroll, Technology, Film, Lifestyle, SaaS, Typography, Marketing, Fashion, Food Drink, Finance, Home Living, Music, Design, App, Business, Hardware, AI, Art, Education, Venture, Architecture, Crypto, Health, Development, NFT, Event, Gaming, Real Estate, OS, Automotive, Beauty, Books, Travel, Sports, Web3, DeFi, Open Source, Marketplace, Newsletter, Minimal"", Dark Mode, Gradient, Retro, Light Mode, GSAP, WebGL, ThreeJS, eCommerce"
Andrewtrousdale,andrewtrousdale,"Andrew Trousdale is a researcher and designer. His initiatives and projects bridge positive psychology, human-computer interaction, and the creative arts.",https://andrewtrousdale.com/,https://cdn.landing.love/videos/andrewtrousdale.mp4,https://cdn.landing.love/images/andrewtrousdale.webp,https://cdn.landing.love/images/andrewtrousdale-thumb.webp,https://www.landing.love/sites/andrewtrousdale/,"minimal, portfolio","Minimal1298, 3D Website512, Portfolio511, Studio485, Agency335, Illustration258, ECommerce182, Photography180, Horizontal Scroll128, Technology114, Film98, Lifestyle88, SaaS74, Typography72, Marketing64, Fashion63, Food Drink60, Finance49, Home Living44, Music44, Design43, App40, Business40, Hardware38, AI34, Art31, Education30, Venture29, Architecture26, Crypto25, Health25, Development23, NFT23, Event22, Gaming21, Real Estate19, OS18, Automotive14, Beauty14, Books14, Travel12, Sports11, Web310, DeFi9, Open Source6, Marketplace3, Newsletter2, Minimal""1, Dark Mode573, Gradient155, Retro145, Light Mode47, GSAP179, WebGL115, ThreeJS64, Minimal, 3D Website, Portfolio, Studio, Agency, Illustration, ECommerce, Photography, Horizontal Scroll, Technology, Film, Lifestyle, SaaS, Typography, Marketing, Fashion, Food Drink, Finance, Home Living, Music, Design, App, Business, Hardware, AI, Art, Education, Venture, Architecture, Crypto, Health, Development, NFT, Event, Gaming, Real Estate, OS, Automotive, Beauty, Books, Travel, Sports, Web3, DeFi, Open Source, Marketplace, Newsletter, Minimal"", Dark Mode, Gradient, Retro, Light Mode, GSAP, WebGL, ThreeJS"
Tambien 2,tambien-2,"También is a creative house helping brands and people stand out. We specialize in impactful design and digital experiences for brands in tech, sustainability, mobility, fashion, and more.",https://www.tambien.studio/,https://cdn.landing.love/videos/tambien-2.mp4,https://cdn.landing.love/images/tambien-2.webp,https://cdn.landing.love/images/tambien-2-thumb.webp,https://www.landing.love/sites/tambien-2/,"minimal, 3d-website, studio","Minimal1298, 3D Website512, Portfolio511, Studio485, Agency335, Illustration258, ECommerce182, Photography180, Horizontal Scroll128, Technology114, Film98, Lifestyle88, SaaS74, Typography72, Marketing64, Fashion63, Food Drink60, Finance49, Home Living44, Music44, Design43, App40, Business40, Hardware38, AI34, Art31, Education30, Venture29, Architecture26, Crypto25, Health25, Development23, NFT23, Event22, Gaming21, Real Estate19, OS18, Automotive14, Beauty14, Books14, Travel12, Sports11, Web310, DeFi9, Open Source6, Marketplace3, Newsletter2, Minimal""1, Dark Mode573, Gradient155, Retro145, Light Mode47, GSAP179, WebGL115, ThreeJS64, Minimal, 3D Website, Portfolio, Studio, Agency, Illustration, ECommerce, Photography, Horizontal Scroll, Technology, Film, Lifestyle, SaaS, Typography, Marketing, Fashion, Food Drink, Finance, Home Living, Music, Design, App, Business, Hardware, AI, Art, Education, Venture, Architecture, Crypto, Health, Development, NFT, Event, Gaming, Real Estate, OS, Automotive, Beauty, Books, Travel, Sports, Web3, DeFi, Open Source, Marketplace, Newsletter, Minimal"", Dark Mode, Gradient, Retro, Light Mode, GSAP, WebGL, ThreeJS"
Austen,austen,"Austen is a multidisciplinary architect and designer whose work spans both digital and physical realms. Based in the US and Canada, he combines a unique blend of design skills and technical expertise.",https://austen.fun/,https://cdn.landing.love/videos/austen.mp4,https://cdn.landing.love/images/austen.webp,https://cdn.landing.love/images/austen-thumb.webp,https://www.landing.love/sites/austen/,"minimal, portfolio","Minimal1298, 3D Website512, Portfolio511, Studio485, Agency335, Illustration258, ECommerce182, Photography180, Horizontal Scroll128, Technology114, Film98, Lifestyle88, SaaS74, Typography72, Marketing64, Fashion63, Food Drink60, Finance49, Home Living44, Music44, Design43, App40, Business40, Hardware38, AI34, Art31, Education30, Venture29, Architecture26, Crypto25, Health25, Development23, NFT23, Event22, Gaming21, Real Estate19, OS18, Automotive14, Beauty14, Books14, Travel12, Sports11, Web310, DeFi9, Open Source6, Marketplace3, Newsletter2, Minimal""1, Dark Mode573, Gradient155, Retro145, Light Mode47, GSAP179, WebGL115, ThreeJS64, Minimal, 3D Website, Portfolio, Studio, Agency, Illustration, ECommerce, Photography, Horizontal Scroll, Technology, Film, Lifestyle, SaaS, Typography, Marketing, Fashion, Food Drink, Finance, Home Living, Music, Design, App, Business, Hardware, AI, Art, Education, Venture, Architecture, Crypto, Health, Development, NFT, Event, Gaming, Real Estate, OS, Automotive, Beauty, Books, Travel, Sports, Web3, DeFi, Open Source, Marketplace, Newsletter, Minimal"", Dark Mode, Gradient, Retro, Light Mode, GSAP, WebGL, ThreeJS"
Dianatoloza,dianatoloza,"I'm Diana Toloza, a photographer, web developer, and fashion designer. Co-founder of DDS Studio, where I combine my passions to create visual and digital art.",https://dianatoloza.co/,https://cdn.landing.love/videos/dianatoloza.mp4,https://cdn.landing.love/images/dianatoloza.webp,https://cdn.landing.love/images/dianatoloza-thumb.webp,https://www.landing.love/sites/dianatoloza/,"minimal, portfolio, photography","Minimal1298, 3D Website512, Portfolio511, Studio485, Agency335, Illustration258, ECommerce182, Photography180, Horizontal Scroll128, Technology114, Film98, Lifestyle88, SaaS74, Typography72, Marketing64, Fashion63, Food Drink60, Finance49, Home Living44, Music44, Design43, App40, Business40, Hardware38, AI34, Art31, Education30, Venture29, Architecture26, Crypto25, Health25, Development23, NFT23, Event22, Gaming21, Real Estate19, OS18, Automotive14, Beauty14, Books14, Travel12, Sports11, Web310, DeFi9, Open Source6, Marketplace3, Newsletter2, Minimal""1, Dark Mode573, Gradient155, Retro145, Light Mode47, GSAP179, WebGL115, ThreeJS64, Minimal, 3D Website, Portfolio, Studio, Agency, Illustration, ECommerce, Photography, Horizontal Scroll, Technology, Film, Lifestyle, SaaS, Typography, Marketing, Fashion, Food Drink, Finance, Home Living, Music, Design, App, Business, Hardware, AI, Art, Education, Venture, Architecture, Crypto, Health, Development, NFT, Event, Gaming, Real Estate, OS, Automotive, Beauty, Books, Travel, Sports, Web3, DeFi, Open Source, Marketplace, Newsletter, Minimal"", Dark Mode, Gradient, Retro, Light Mode, GSAP, WebGL, ThreeJS"
Kriss,kriss,"An AI chatbot for healthcare professionals. Kriss.ai envisions a future where healthcare is more accessible, precise, and proactive. Through our AI driven solutions, we aim to revolutionize the health sector, enhancing patient outcomes and fostering medical advancements.",https://kriss.ai/,https://cdn.landing.love/videos/kriss.mp4,https://cdn.landing.love/images/kriss.webp,https://cdn.landing.love/images/kriss-thumb.webp,https://www.landing.love/sites/kriss/,"minimal, 3d-website, illustration, ai","Minimal1298, 3D Website512, Portfolio511, Studio485, Agency335, Illustration258, ECommerce182, Photography180, Horizontal Scroll128, Technology114, Film98, Lifestyle88, SaaS74, Typography72, Marketing64, Fashion63, Food Drink60, Finance49, Home Living44, Music44, Design43, App40, Business40, Hardware38, AI34, Art31, Education30, Venture29, Architecture26, Crypto25, Health25, Development23, NFT23, Event22, Gaming21, Real Estate19, OS18, Automotive14, Beauty14, Books14, Travel12, Sports11, Web310, DeFi9, Open Source6, Marketplace3, Newsletter2, Minimal""1, Dark Mode573, Gradient155, Retro145, Light Mode47, GSAP179, WebGL115, ThreeJS64, Minimal, 3D Website, Portfolio, Studio, Agency, Illustration, ECommerce, Photography, Horizontal Scroll, Technology, Film, Lifestyle, SaaS, Typography, Marketing, Fashion, Food Drink, Finance, Home Living, Music, Design, App, Business, Hardware, AI, Art, Education, Venture, Architecture, Crypto, Health, Development, NFT, Event, Gaming, Real Estate, OS, Automotive, Beauty, Books, Travel, Sports, Web3, DeFi, Open Source, Marketplace, Newsletter, Minimal"", Dark Mode, Gradient, Retro, Light Mode, GSAP, WebGL, ThreeJS, eCommerce"
Andrebato,andrebato,"ANDRE BATO CORP is a full service creative studio and production company based in New York City. Through in-house ideation, global production and post production capabilities, our mission is to cultivate a hub for expression and creative freedom. Our team is a collective network of innovative tastemakers who present a wide range of creative ingenuity and industry experience.",https://www.andrebato.com/,https://cdn.landing.love/videos/andrebato.mp4,https://cdn.landing.love/images/andrebato.webp,https://cdn.landing.love/images/andrebato-thumb.webp,https://www.landing.love/sites/andrebato/,"minimal, studio, film","Minimal1298, 3D Website512, Portfolio511, Studio485, Agency335, Illustration258, ECommerce182, Photography180, Horizontal Scroll128, Technology114, Film98, Lifestyle88, SaaS74, Typography72, Marketing64, Fashion63, Food Drink60, Finance49, Home Living44, Music44, Design43, App40, Business40, Hardware38, AI34, Art31, Education30, Venture29, Architecture26, Crypto25, Health25, Development23, NFT23, Event22, Gaming21, Real Estate19, OS18, Automotive14, Beauty14, Books14, Travel12, Sports11, Web310, DeFi9, Open Source6, Marketplace3, Newsletter2, Minimal""1, Dark Mode573, Gradient155, Retro145, Light Mode47, GSAP179, WebGL115, ThreeJS64, Minimal, 3D Website, Portfolio, Studio, Agency, Illustration, ECommerce, Photography, Horizontal Scroll, Technology, Film, Lifestyle, SaaS, Typography, Marketing, Fashion, Food Drink, Finance, Home Living, Music, Design, App, Business, Hardware, AI, Art, Education, Venture, Architecture, Crypto, Health, Development, NFT, Event, Gaming, Real Estate, OS, Automotive, Beauty, Books, Travel, Sports, Web3, DeFi, Open Source, Marketplace, Newsletter, Minimal"", Dark Mode, Gradient, Retro, Light Mode, GSAP, WebGL, ThreeJS"
